NCM;Categoria;Descri????o;IPI;In??cio da Vig??ncia;Fim da Vig??ncia;uTrib;Descri????o da uTrib;GTIN Produ????o;GTIN Homologa????o;Observa????o
72166910;FERRO FUNDIDO, FERRO E A??O;72166910 - OUTS.PERFIS FERR/.A??O,A FRIO,D/ALTURA<80MM;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72166990;FERRO FUNDIDO, FERRO E A??O;72166990 - OUTS.PERFIS D/FERRO OU A??O,ACABADOS A FRIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72169100;FERRO FUNDIDO, FERRO E A??O;72169100 - OUTS.PERF.D/FERRO/A??O,FRIO,PART.D/LAM.PLANO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72169900;FERRO FUNDIDO, FERRO E A??O;72169900 - OUTS.PERFIS D/FERRO OU A??OS N??O LIGADOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72171011;FERRO FUNDIDO, FERRO E A??O;72171011 - FIOS D/FERRO/A??O F??SF.<0,035% ENX??FRE<0,035%;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72171019;FERRO FUNDIDO, FERRO E A??O;72171019 - OUTS.FIOS FERRO/A??O ?? LIG.?? VER.MMO.POLIDOS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72171090;FERRO FUNDIDO, FERRO E A??O;72171090 - OUTS.FIOS D/FERRO/A??OS ?? REVESTIDOS MMO.POL;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72172010;FERRO FUNDIDO, FERRO E A??O;72172010 - FIOS D/FERRO/A??O,GALVANIZ.,CARBONO>=0,6%;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72172090;FERRO FUNDIDO, FERRO E A??O;72172090 - OUTS.FIOS D/FERRO OU A??O,GALVANIZADOS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72173010;FERRO FUNDIDO, FERRO E A??O;72173010 - FIOS D/FERRO/A??O,REV.OUTS.MET.C/CARB.>=0,6%;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72173090;FERRO FUNDIDO, FERRO E A??O;72173090 - OUTS.FIOS D/FERRO OU A??O,D/OUTS.MET.COMUNS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72179000;FERRO FUNDIDO, FERRO E A??O;72179000 - OUTS.FIOS D/FERRO OU A??O N??O LIGADOS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72181000;FERRO FUNDIDO, FERRO E A??O;72181000 - LINGOTES E OUTRAS FORMAS PRIM??RIAS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72189100;FERRO FUNDIDO, FERRO E A??O;72189100 - OUTS.PROD.SEMIMAN.A??O-INOX,SEC.TRANSV.RET.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72189900;FERRO FUNDIDO, FERRO E A??O;72189900 - OUTS.PROD.SEMIMANUFATURADOS D/A??OS-INOX;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72191100;FERRO FUNDIDO, FERRO E A??O;72191100 - PRODS.LAM.PLAN.QUENT.A??.INOX.ROLOS,SUP.10MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72191200;FERRO FUNDIDO, FERRO E A??O;72191200 - PRODS.LAM.PLAN.QUENT.INOX.ROLOS,>4,75 /<10 MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72191300;FERRO FUNDIDO, FERRO E A??O;72191300 - PRODS.LAM.PLAN.QUENTE INOX.ROLOS,>3 <4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72191400;FERRO FUNDIDO, FERRO E A??O;72191400 - PRODS.LAM.PLAN.QUENTE A??O INOX.ROLOS,<3MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72192100;FERRO FUNDIDO, FERRO E A??O;72192100 - PRODS.LAM.PLAN.QUENT.A??O INOX.?? ENROL.>10MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72192200;FERRO FUNDIDO, FERRO E A??O;72192200 - PRODS.LAM.PLAN.QUENT.A??O INOX.?? ENR.>4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72192300;FERRO FUNDIDO, FERRO E A??O;72192300 - PRODS.LAM.PLAN.QUENTE A??O INOX.?? ENR.=>3MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72192400;FERRO FUNDIDO, FERRO E A??O;72192400 - PRODS.LAM.PLANO,QUENTE A??O INOX.<3MM,?? ENR.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72193100;FERRO FUNDIDO, FERRO E A??O;72193100 - PRODS.LAM.PLAN.,FRIO ,A??O INOXID??VEL=>4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72193200;FERRO FUNDIDO, FERRO E A??O;72193200 - PRODS.LAM.PLAN.,FRIO, A??O INOX.=>3 <4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72193300;FERRO FUNDIDO, FERRO E A??O;72193300 - PRODS.LAM.PLAN.,FRIO,A??O INOX.> 1MM,< 3MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72193400;FERRO FUNDIDO, FERRO E A??O;72193400 - PRODS.LAM.PLAN.FRIO,A??O INOX,=>0,5 MM,<1MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72193500;FERRO FUNDIDO, FERRO E A??O;72193500 - PRODS.LAM.PLANOS,A FRIO,A??O INOX.,< 0,5MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72199010;FERRO FUNDIDO, FERRO E A??O;72199010 - OUTS.PRODS.LAM.PLAN.INOX.L>=6000MM,E<4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72199090;FERRO FUNDIDO, FERRO E A??O;72199090 - OUTS.PROD.LAM.PLAN.D/A??O INOX,LARG.>=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72201100;FERRO FUNDIDO, FERRO E A??O;72201100 - PRODS.LAM.PLAN.QUENT.INOX.L<600MM E>4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72201210;FERRO FUNDIDO, FERRO E A??O;72201210 - PRODS.LAM.PLAN.QUENT.A??O INOX.L<600MM,E<4,75;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72201220;FERRO FUNDIDO, FERRO E A??O;72201220 - PRODS.LAM.PLAN.INOX.L<600MM,E>1,5<4,75MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72201290;FERRO FUNDIDO, FERRO E A??O;72201290 - PRODS.LAM.PLAN.QUENT.A??.INOX.L<600MM,E<4,75;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72202010;FERRO FUNDIDO, FERRO E A??O;72202010 - OUTS.LAMIN.A??O INOX.A FRIO,L<=23MM,E<=0,1MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72202090;FERRO FUNDIDO, FERRO E A??O;72202090 - OUTS.LAMIN.A??OS INOX.A FRIO,L<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72209000;FERRO FUNDIDO, FERRO E A??O;72209000 - OUTS.PRODS.LAM.PLANOS,A??O INOX.LARG.<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72210000;FERRO FUNDIDO, FERRO E A??O;72210000 - FIO-M??QUINA DE A??OS INOXID??VEIS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72221100;FERRO FUNDIDO, FERRO E A??O;72221100 - BARRAS A??O-INOX,LAM.QUENT.D/SE????O CIRCULAR;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72221910;FERRO FUNDIDO, FERRO E A??O;72221910 - BARRAS A??O-INOX,LAM.QUENT.SE????O TRANSV/RET.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72221990;FERRO FUNDIDO, FERRO E A??O;72221990 - OUTS.BARRAS/PERFIS D/A??O-INOX,LAMIN.A QUENTE;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72222000;FERRO FUNDIDO, FERRO E A??O;72222000 - OUTRAS BARRAS DE A??O INOX. ACABADAS A FRIO;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72223000;FERRO FUNDIDO, FERRO E A??O;72223000 - OUTRAS BARRAS DE A??OS INOXID??VEIS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72224010;FERRO FUNDIDO, FERRO E A??O;72224010 - PERFIS, A??O INOXID??VEL, ALTURA >=80MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72224090;FERRO FUNDIDO, FERRO E A??O;72224090 - OUTROS PERFIS DE A??OS INOXID??VEIS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72230000;FERRO FUNDIDO, FERRO E A??O;72230000 - FIOS DE A??OS INOXID??VEIS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72241000;FERRO FUNDIDO, FERRO E A??O;72241000 - LINGOTES E OUTRAS FORMAS PRIM??RIAS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72249000;FERRO FUNDIDO, FERRO E A??O;72249000 - OUTS.SEMIMANUFATURADOS D/OUTRAS LIGAS A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72251100;FERRO FUNDIDO, FERRO E A??O;72251100 - LAM.PLANOS A??O-SIL??C.MAGN??TICS.GR??OS ORIENT.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72251900;FERRO FUNDIDO, FERRO E A??O;72251900 - OUTS.LAM.PL.A??O-SIL??C.MAGN??TICOS, L.>=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72253000;FERRO FUNDIDO, FERRO E A??O;72253000 - OUTS.PRODS.LAM.QUENT.ROL.OUTS.LIGAS D/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72254010;FERRO FUNDIDO, FERRO E A??O;72254010 - LAM.PL.A??O,QUENT.?? ENR.AISI D2,D3,D6,ESP=<7MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72254020;FERRO FUNDIDO, FERRO E A??O;72254020 - LAM.PLANOS A??O CORTE R??PIDO L=>600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72254090;FERRO FUNDIDO, FERRO E A??O;72254090 - OUTS.LAM.PL.A??O,QUENTE,?? ENROL.LARG.>=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72255010;FERRO FUNDIDO, FERRO E A??O;72255010 - OUTS.LAM.PLAN.FRIO A??OS CORTE R??P.L=>600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72255090;FERRO FUNDIDO, FERRO E A??O;72255090 - OUT.LAM.PLAN.FRIO D/OUTS LIGAS A??O L=>600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72259100;FERRO FUNDIDO, FERRO E A??O;72259100 - OUTS.LAM.PL.A??O,GALVAN.ELETROLIC.,L>=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72259200;FERRO FUNDIDO, FERRO E A??O;72259200 - OUTS.LAM.PL.A??O,GALV.P/OUT.PROC.L>=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72259910;FERRO FUNDIDO, FERRO E A??O;72259910 - OUTS.LAM.PLANOS A??O CORTE R??PIDO L=>600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72259990;FERRO FUNDIDO, FERRO E A??O;72259990 - OUTS.PROD.LAM.PLANOS DE A??O,LARG.>=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72261100;FERRO FUNDIDO, FERRO E A??O;72261100 - PR.LAM.PL.A??O SIL??CIO MAG.GR??OS ORIEN.L<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72261900;FERRO FUNDIDO, FERRO E A??O;72261900 - OUTS.PROD.LAM.PL.AC.,SIL.MAGN??TICOS,L<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72262010;FERRO FUNDIDO, FERRO E A??O;72262010 - PROD.LAM.PL.A??OS D/CORTE R??P.ESPES.>=1,<=4MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72262090;FERRO FUNDIDO, FERRO E A??O;72262090 - OUTS.LAM.PL.A??OS D/CORTE R??PIDO,L<=600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72269100;FERRO FUNDIDO, FERRO E A??O;72269100 - PROD.LAM.PLAN.QUENTE OUTS.LIGAS A??O,L<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72269200;FERRO FUNDIDO, FERRO E A??O;72269200 - PROD.LAM.PLAN.FRIO OUTS.LIGAS A??O,L<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72269900;FERRO FUNDIDO, FERRO E A??O;72269900 - OUTS.PRODS.LAM.PLAN.OUTS.LIGAS A??O,L=<600MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72271000;FERRO FUNDIDO, FERRO E A??O;72271000 - FIO-M??QUINA DE A??OS DE CORTE R??PIDO;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72272000;FERRO FUNDIDO, FERRO E A??O;72272000 - FIO-MAQUINA DE A??OS SIL??CIO-MANGAN??S;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72279000;FERRO FUNDIDO, FERRO E A??O;72279000 - OUTROS FIO-M??QUINA DE OUTRAS LIGAS DE A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72281010;FERRO FUNDIDO, FERRO E A??O;72281010 - BARRAS A??O COR.R??PIDO,LAM,ESTIR,EXTR.QUENTE;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72281090;FERRO FUNDIDO, FERRO E A??O;72281090 - OUTRAS BARRAS A??O CORTE R??PIDO;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72282000;FERRO FUNDIDO, FERRO E A??O;72282000 - BARRAS DE A??OS SIL??CIO-MANGAN??S;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72283000;FERRO FUNDIDO, FERRO E A??O;72283000 - OUTS.BARRAS SIMP.LAM.EST.EXTR.LIG.A??O,QUENTE;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72284000;FERRO FUNDIDO, FERRO E A??O;72284000 - OUTS.BARRAS SIMPLESM.FORJAD.OUTS.LIGAS A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72285000;FERRO FUNDIDO, FERRO E A??O;72285000 - OUTS.BARRAS OBT.ACABADS. A FRIO OUTS.LIG.A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72286000;FERRO FUNDIDO, FERRO E A??O;72286000 - OUTRAS BARRAS OUTS.LIGAS D/A??OS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72287000;FERRO FUNDIDO, FERRO E A??O;72287000 - PERFIS DE OUTRAS LIGAS DE A??OS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72288000;FERRO FUNDIDO, FERRO E A??O;72288000 - BARRAS OCAS PARA PERFURA????O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72292000;FERRO FUNDIDO, FERRO E A??O;72292000 - FIOS DE A??OS SIL??CIO-MANGAN??S;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
72299000;FERRO FUNDIDO, FERRO E A??O;72299000 - OUTS.FIOS DE OUTRAS LIGAS DE A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73011000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73011000 - ESTACAS-PRANCHAS DE FERRO OU A??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73012000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73012000 - PERFIS DE FERRO/A??O,OBTIDOS POR SOLDADURA;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73021010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73021010 - TRILHOS DE A??O, PESO LINEAR >=A 44,5 KGM;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73021090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73021090 - OUTS.TRILHOS (CARRIS)D/FERRO FUND.,FERRO/A??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73023000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73023000 - AGULHA CR??SSIMA OUT.ELEM.CRUZAM.E DESVIOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73024000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73024000 - TALAS JUN????O,PLACAS APOIO OU ASSENTAMENTO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73029000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73029000 - OUTS.ELEM.VIAS F??RREAS,FERR.FUND.,FERRO/A??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73030000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73030000 - TUBOS E PERFIS OCOS, DE FERRO FUNDIDO;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73041100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73041100 - TUBOS OCOS A??O INOX.P/OLEODUTOS/GASODUTOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73041900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73041900 - OUTS TUBOS OCOS FER/A??O P/OLEOD./GASODUT.;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042200 - TUBOS D/PERF.D/A??OS INOX.ESTR.D/PETROL./G??S;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042310;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042310 - TUBOS D/PERFURA????O S/COST.D/A??OS ?? LIGADOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042390;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042390 - OUTS.TUBOS D/PERFURA????O S/COST.D/FERRO,A??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042400;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042400 - OUTS.TUB.UTIL.EXT.PETROL.D/A??OS-INOXID??VEIS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042910;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042910 - OUTS.TUB.UTIL.EXT.PETROL.D/A??OS ?? LIGADOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042931;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042931 - OUTS.TUB.UTIL.EXT.PETROL.D/LIG.A??O, D<=229MM;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042939;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042939 - OUTS.TUB.UTIL.EXT.PETROL.D/OUTS.LIGAS D/A??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73042990;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73042990 - OUTS.TUB.UTILIZADOS P/EXTRA????O D/PETR??LEO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73043110;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73043110 - TUBOS FERRO/A??O ?? LIG.EST./LAM.FRIO ?? REVEST.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73043190;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73043190 - OUTS.TUBOS ESTIRADOS/LAMINADOS A FRIO;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73043910;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73043910 - OUTS.TUB.?? REVESTIDOS DI??METRO EXT=<229MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73043920;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73043920 - OUTS.TUB.REVESTIDOS DI??METRO EXT=<229MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73043990;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73043990 - OUTS.TUB.D/FERRO/A??O DI??METRO EXT=<229MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73044110;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73044110 - TUBS.CAPILS.A??O INOX.DI??M.EXTER.<=3MM E INTER.<=0,2MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73044190;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73044190 - OUTS.TUBS.SE????O CIRCULAR A??O INOX.ESTIRADS./LAM.A FRIO;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73044900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73044900 - OUTS.TUBOS SE????O CIRCULAR A??O INOXID??VEL;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73045111;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73045111 - TUBS.ESTIR./LAMIN.FRIO DI??M.EXTER.<=3MM/DI??MINT.<=0,2MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73045119;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73045119 - OUTS.TUBS.ESTIRADOS/LAMINS.A FRIO DI??M.EXTER.<=229MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73045190;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73045190 - OUTS.TUB.ESTIR/LAM.SE????O CIRC.OUT.LIGAS D/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73045910;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;Novo NCM;5;01/07/2017;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73045911;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73045911 - TUBOS D/SE????O CIRC.DI??M.EXT.=<229MM C/CARB.;5;01/01/2016;30/06/2017;KG;QUILOGRAMA;;;
73045919;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73045919 - OUTS.TUBOS D/SE????O CIRC.DI??M.EXT.=<229MM;5;01/01/2016;30/06/2017;KG;QUILOGRAMA;;;
73045990;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73045990 - OUTROS TUBOS DE OUTRAS LIGAS DE A??OS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73049011;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73049011 - OUTS.TUBOS A??OS INOXID??VEIS DI??M.EXT=<229MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73049019;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73049019 - OUTS.TUBOS,PERFIS OCOS FERRO/A??O D<=229MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73049090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73049090 - OUTS.TUBOS/PERFIS OCOS FERRO/A??O S/COSTURA;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73051100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73051100 - TUBOS FERRO/A??O SOLD.LONG.ARC.IMER.P/OLEOD.;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73051200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73051200 - OUTS.TUB.FERRO/A??O SOLD.LONG.P/OLEOD/GASOD;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73051900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73051900 - OUTS.TUB.FERRO/A??O SOLD.LONG.?? CIT.ANTERIOR.;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73052000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73052000 - TUB.FERRO/A??O.P/REVS.PO??OS P/EXTR.PETR./G??S;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73053100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73053100 - TUBOS FERRO/A??O SOLDADS.LONG.DI??M.>406,4MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73053900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73053900 - OUTS.TUBOS FERRO/A??O SOLDS.DI??M.EXT>406,4MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73059000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73059000 - OUTS.TUB.,D/SE??.CIRC.DI??M.>406,4MM,FERRO/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73061100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73061100 - TUBOS FERRO/A??O UTILIZ.P/OLEOD./GASODUTOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73061900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73061900 - OUTS.TUBOS D/TIPOS UTILIZ.EM OLEODUTOS/GASODUTOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73062100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73062100 - TUB.FER/A??O P/PO??.SUPR.PROD.EXTR.PETR??L/G??S;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73062900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73062900 - OUTS.TUB.FER/A??O P/PO??.SUPR.PROD.EXTR.PETR/G??S;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73063000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73063000 - OUTS.TUBOS SOLD.SE????O CIRC.,FERRO/A??O ?? LIGADOS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73064000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73064000 - OUTS.TUBOS SOLD.SE????O CIRC.D/A??O INOXID??VEL;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
