NCM;Categoria;Descri????o;IPI;In??cio da Vig??ncia;Fim da Vig??ncia;uTrib;Descri????o da uTrib;GTIN Produ????o;GTIN Homologa????o;Observa????o
73065000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73065000 - OUTS.TUBOS SOLD.SE????O CIRC.,OUTS.LIGAS D/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73066100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73066100 - OUTS.TUBOS SOLD.D/SE????O QUADRADA/RETANGULAR;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73066900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73066900 - OUTS.TUBOS SOLD.DE SE????O N??O CIRCULAR;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73069010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73069010 - OUTS.TUBOS OU PERFIS FERRO/A??O N??O LIGADOS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73069020;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73069020 - OUTS.TUBOS OU PERFIS DE A??OS INOXID??VEIS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73069090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73069090 - OUTS.TUBOS/PERFIS OCOS FERRO/A??O ?? CIT.ANT.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73071100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73071100 - ACESS.P/ TUBOS,DE FERRO FUNDIDO ?? MALE??VEL;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73071910;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73071910 - ACESS.FERRO FUND.MALE??VEL DI??M.INT>50,8MM;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73071920;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73071920 - ACESS??RIOS PARA TUBOS MOLDADOS DE A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73071990;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73071990 - OUTS.ACESS??RIOS P/TUBOS, FUND.FERRO/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73072100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73072100 - FLANGES PARA TUBOS, DE A??O INOXID??VEL;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73072200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73072200 - COTOV.CURVAS E LUVAS,ROSC.P/TUB. D/A??O INOX.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73072300;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73072300 - ACESS.P/SOLDAR TOPO A TOPO D/A??O INOXID??VEL;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73072900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73072900 - OUTS.ACESS??RIOS P/TUBOS,DE A??OS INOXID??VEIS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73079100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73079100 - FLANGES FERRO FUNDIDO,FERRO OU A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73079200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73079200 - COTOV/CURV./LUVAS ROSC.FERR.FUND,FERR/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73079300;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73079300 - ACESS.P/SOLD.TOPO/TOPO,FERR.FUND,FERRO/A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73079900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73079900 - OUTS.ACESS.D/FERRO FUND,FERRO,A??O ?? CIT.ANT.;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73081000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73081000 - PONTES,ELEM.D/PONTES FER.FUND./A??O EXC.9406;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73082000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73082000 - TORRES E P??RTICOS,FER.FUND./A??O EXC.9406;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73083000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73083000 - PORTAS,JANELAS,CAIXILHOS,SOLEIRAS,FERRO/A??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73084000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73084000 - MAT.P/ANDAIMES,P/ARMA????ES,P/ESCORAMENTOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73089010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73089010 - CHAPAS,BAR.PERFIS,TUBOS,SEMELH,PR??P.P/CONS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73089090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73089090 - OUTS.CONSTR./SUAS PARTES,FERRO/A??O,EXC.9406;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73090010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73090010 - RESERV.,TON,SEM,FERRO/A??O>300L ARMAZ.GR??O;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73090020;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73090020 - RECIP.ISOT.REFR.NITR.LIQ.P/SEMEN,ETC.CAP>300L;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73090090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73090090 - OUTS.RESER,TON??IS,CUBAS,SEMEL.,FER/A??O>300L;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73101010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73101010 - RECIP.ISOT.REFR.NITR.LIQ.CAP>=50<=300L,P/S??MEN;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73101090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73101090 - OUTS.RESER.BARRIS,TON.CAIX.D/FERRO,A??O<300L;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73102110;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73102110 - LATAS PR??PRIAS ACOND.PRODUTOS ALIM.CAP<50L;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73102190;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73102190 - OUTS.LATAS P/FECHAREM P/SOLD/CRAV.<50 LITROS;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73102910;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73102910 - OUTS.RESERV,ETC FERRO/A??O,C<50L,P/PROD.ALIM.;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73102920;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73102920 - RECIP.ISOT.REFR.NITROG.LIQ.CAP<50L,P/S??MEN,ETC;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73102990;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73102990 - OUTS.RESERV.E SEM.CAP>300L S/DISP.MEC??NICO;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73110000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73110000 - RECIP.GASES COMPR.LIQUEF.FERRO FUND/FE/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73121010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73121010 - CORDAS/CABOS D/FIOS A??O REVES.BRONZE/LAT??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73121090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73121090 - OUTS.CORDAS,CABOS DE FERRO/A??O ?? ISOLADOS;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73129000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73129000 - OUTS.TRAN??AS,LINGAS,SEMELH.FER./A??O ?? ISOL.;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73130000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73130000 - ARAME FARPADO DE FERRO OU A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73141200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73141200 - TELAS MET??LICAS C/OU S/FIM P/M??Q.D/A??O INOXID.;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73141400;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73141400 - OUTS.TELAS METAL.TECIDAS D/A??OS-INOXID??VEIS;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73141900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73141900 - OUTS PRODS.TEC.(TELAS MET??LICAS)FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73142000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73142000 - GRADES/REDES,SOLD.N/PONT.INTERSD/FIOS 3MM;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73143100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73143100 - OUTS.GRADES,REDES.SOLD.P/INTERSE????O,GALV.;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73143900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73143900 - OUTS.GRADES/RED.,SOLD.N/PTS.D/INTERS,FER/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73144100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73144100 - OUTS.GRADES,RED.D/FERRO/A??O,GALVANIZADAS;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73144200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73144200 - OUTS.GRADES E REDES,FERRO/A??O,REC.PL??STICO;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73144900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73144900 - OUTS.TELAS,GRADES,REDES D/FIOS DE FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73145000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73145000 - CHAPAS E TIRAS, DISTENDIDAS,D/FERRO OU A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73151100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73151100 - CORRENTES D/ROLOS,FERRO FUND.,FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73151210;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73151210 - CORRENTES D/TRANSM.D/FERRO FUND.,FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73151290;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73151290 - OUTS.CORRENTES DE ELOS ARTICUL.,FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73151900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73151900 - PARTES D/CORRENTES D/ELOS ARTIC.FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73152000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73152000 - CORRENTES ANTIDER.,FERRO FUND.FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73158100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73158100 - CORRENTES D/ELO C/SUPORTE,FERR.FUND.FERRO;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73158200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73158200 - OUTS.CORRENTE,D/ELO SOLDADOS,D/FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73158900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73158900 - OUTS.CORRENTES E CADEIAS,D/FERR.FUND.,FERRO;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73159000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73159000 - OUTS.PARTES DE FERRO,FERRO FUNDIDO OU A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73160000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73160000 - ??NCORAS, FATEIXAS, SUAS PARTES, D/FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73170010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73170010 - TACHAS DE FERRO FUNDIDO, FERRO OU A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73170020;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73170020 - GRAMPOS D/FIO CURVARDO,FERRO FUNDIDO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73170030;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73170030 - PONTAS/DENTES P/M??QUINAS T??XTEIS;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73170090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73170090 - OUTS.ESC??PULAS,PERCEVEJOS,SEM.,FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181100 - TIRA-FUNDOS DE FERRO FUNDIDO,FERRO OU A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181200 - OUTS.PARAFUSOS P/MAD.,D/FER.FUND,FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181300;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181300 - GANCHOS,ARMELAS,PIT??ES,FERRO FUND.,FER/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181400;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181400 - PARAFUSOS PERFURANT.D/FERRO FUND.,FER/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181500;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181500 - OUTS.PARAF./PINOS,FERRO/A??O,MM.C/PORCAS;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181600;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181600 - PORCAS DE FERRO FUNDIDO, FERRO OU A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73181900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73181900 - OUTS.ARTEF.ROSCADOS FERRO FUND.FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73182100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73182100 - ARRUELAS D/PRESS??O/SEGUR.D/FERRO FUNDIDO;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73182200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73182200 - OUTS.ARRUELAS FERRO FUNDIDO, FERRO OU A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73182300;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73182300 - REBITES DE FERRO FUNDIDO, FERRO OU A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73182400;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73182400 - CHAVETAS,CAVILHAS,CONTRAPINOS,DE FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73182900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73182900 - OUTS.ART.?? ROSCADOS,FERRO FUND.,FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73194000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73194000 - ALFINETES D/SEG.E OUTS.ALFIN. ?? ESP.OUTS.POS.,FER./A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73199000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73199000 - OUTS.AGULH.,FURAD.P/BORDAR,SEM.,FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73201000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73201000 - MOLAS DE FOLHAS E SUAS FOLHAS,D/FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73202010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73202010 - MOLAS HELICOIDAIS CIL??NDRICAS DE FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73202090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73202090 - OUTS.MOLAS HELICOIDAIS DE FERRO/A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73209000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73209000 - OUTS.MOLAS E FOLH. DE MOLAS DE FERRO/ A??O;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73211100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73211100 - AP.P/COZ.,AQ.PRATOS,COMBUST.GAS./G??S/OUTS;10;01/01/2016;;UN;UNIDADE;08/04/2019;01/11/2018;
73211200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73211200 - AP.P/COZ.E AQUECER PRATOS A COMB.L??QUIDOS;10;01/01/2016;;UN;UNIDADE;08/04/2019;01/11/2018;
73211900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73211900 - OUTS.AP.P/COZ.E AQUEC.PRATOS A COMB.S??LIDOS;10;01/01/2016;;UN;UNIDADE;08/04/2019;01/11/2018;
73218100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73218100 - OUTS.APAR.COMB.GASOS/G??S/OUT.COMBUST??VEL;10;01/01/2016;;UN;UNIDADE;08/04/2019;01/11/2018;
73218200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73218200 - OUTROS APARELHOS DE COMBUST??VEL L??QUIDO;10;01/01/2016;;UN;UNIDADE;08/04/2019;01/11/2018;
73218900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73218900 - OUTROS APARELHOS DE COMBUST??VEL S??LIDO;10;01/01/2016;;UN;UNIDADE;08/04/2019;01/11/2018;
73219000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73219000 - PARTES AP.?? EL??TRICOS USO DOM??ST.FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73221100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73221100 - RADIADORES P/AQUEC.CENTR.,PARTS.FERRO FUND.;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73221900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73221900 - OUTS RADIADORES E PARTES,FERRO FUND.,FERRO;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73229010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73229010 - GERADORES D/AR QUENT.A COMBS.L??Q.UTILS.AUTS.;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73229090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73229090 - OUTS.RADIADORES P/AQUEC.CENTRAL ?? CIT.ANTER.;15;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73231000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73231000 - PALHA FERR.A??O,ESPONJAS,SEM.P/LIMP.POL.,FER.;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73239100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73239100 - OUTS.ARTEF.USO DOM??ST.,FERRO FUND,?? ESMALT.;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73239200;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73239200 - OUTS.ARTEF.USO DOM??ST.,FERRO FUND.,ESMALT.;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73239300;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73239300 - OUTS.ARTEF.USO DOM??STICO,D/A??OS INOXID??VEIS;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73239400;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73239400 - OUTS.ARTEF.USO DOM??ST.,FERRO/A??O,ESMALT.;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73239900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73239900 - OUTS.ARTEF.USO DOM??ST.,LIMP.,POL.,FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73241000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73241000 - PIAS E LAVAT??RIOS, DE A??OS INOXID??VEIS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73242100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73242100 - BANHEIRAS FERRO FUND.,MESMO ESMALTADAS;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73242900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73242900 - OUTRAS BANHEIRAS DE FERR.FUND.,FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73249000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73249000 - OUTS.ARTEFATOS HIGIENE/TOUCADOR INCL.PARTES;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73251000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73251000 - OUTS.OBRAS MOLD.,FERRO FUND.?? MALE??VEL;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73259100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73259100 - ESFERAS,ARTEF.SEMLH.P/MOINHOS,FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73259910;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73259910 - OUTRAS OBRAS MOLDADAS, DE A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73259990;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73259990 - OUTS.OBRAS MOLDAD.D/FERRO FUND./FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73261100;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73261100 - ESFERAS ARTEF.SEM.,P/MOINHOS,FORJ.ESTAMP.;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73261900;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73261900 - OUTS.OBRAS SIMPLESM./FORJ.ESTAMP.FERRO/A??O;10;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73262000;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73262000 - OBRAS DE FIOS DE FERRO OU A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73269010;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73269010 - CALOTAS EL??PS.D/A??O,P/FAB.D/REC.P/GASES COMPRS./LIQUEFS;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
73269090;OBRAS DE FERRO FUNDIDO, FERRO OU A??O;73269090 - OUTRAS OBRAS DE FERRO OU A??O;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74010000;COBRE E SUAS OBRAS;74010000 - MATES D/COBRECOBRE D/CEMENT.(PRECIP.D/COBRE);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74020000;COBRE E SUAS OBRAS;74020000 - COBRE ?? REF.??NODOS COBRE REFIN.ELETROL??TICA;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74031100;COBRE E SUAS OBRAS;74031100 - C??TODOS E ELEMENTOS,COBRE REF.(AFINADO);0;01/01/2016;;TON;TONEL METR LIQUIDA;08/04/2019;01/11/2018;Revertido pela NT 2016.001 v1.30
74031200;COBRE E SUAS OBRAS;74031200 - BARRAS(#WIRE-BARS#)P/OBT.FIOS,DE COBRE REF.;0;01/01/2016;;TON;TONEL METR LIQUIDA;08/04/2019;01/11/2018;Revertido pela NT 2016.001 v1.30
74031300;COBRE E SUAS OBRAS;74031300 - PALANQUILHAS (BILETES) DE COBRE REFINADO;0;01/01/2016;;TON;TONEL METR LIQUIDA;08/04/2019;01/11/2018;Revertido pela NT 2016.001 v1.30
74031900;COBRE E SUAS OBRAS;74031900 - COBRE REFINADO(AFINADO) EM FORMAS BRUTAS;0;01/01/2016;;TON;TONEL METR LIQUIDA;08/04/2019;01/11/2018;Revertido pela NT 2016.001 v1.30
74032100;COBRE E SUAS OBRAS;74032100 - LIGAS DE COBRE ?? BASE DE COBRE-ZINCO(LAT??O);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74032200;COBRE E SUAS OBRAS;74032200 - LIGAS D/COBRE BASE D/COBRE-ESTANHO(BRONZE);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74032900;COBRE E SUAS OBRAS;74032900 - OUTS.LIGAS D/COBRE,EXC.LIGAS-M??ES D/POS.74.05;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74040000;COBRE E SUAS OBRAS;74040000 - DESPERD??CIOS E RES??DUOS, DE COBRE;NT;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74050000;COBRE E SUAS OBRAS;74050000 - LIGAS-M??ES DE COBRE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74061000;COBRE E SUAS OBRAS;74061000 - P??S DE ESTRUTURA N??O LAMELAR, DE COBRE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74062000;COBRE E SUAS OBRAS;74062000 - P??S DE ESTRUTURA LAMELARESCAMAS,D/COBRE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74071010;COBRE E SUAS OBRAS;74071010 - BARRAS DE COBRE REFINADO (AFINADO);5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74071021;COBRE E SUAS OBRAS;74071021 - PERFIS OCOS, DE COBRE REFINADO (AFINADO);5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
74071029;COBRE E SUAS OBRAS;74071029 - OUTS.PERFIS,D/COBRE REFIN.(AFINADO)EXC.CIT.ANT;5;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
